## section1end
## begin version 0.98 source file header             
## generated at 20## from output of MCNPX case mctal_1.0GalwD2O, described as:   
## mcnp       6.mpi 09/10/18 14:42:12   201       200000000  36802327098664
##  Debug                                                                          
## Pulse shapes are as calculated with point detector tally for moderator
## 
## headerend
##
## section 1 key
## output reported is for 10x12 viewed area.       
## normalized to  2.0807e+14 p/pulse and  1.000 GeV
## Energy given is center of the bin in a logarithmic
## sense, and wavelength is for that energy.         
## There are 141 points.
## 
##  Energy     Wavelength      Flux      Std. Error      Flux      Std. Error  
##    E             l          f(E)         s(E)         f(l)         s(l)
##    eV        Angstroms       n/sterad/pulse/eV         n/sterad/pulse/Angstrom  
##
  3.1623e-01   5.0859e-01   1.9849e+12   2.3499e+22   2.4683e+12   2.9222e+22
  3.5481e-01   4.8014e-01   1.8571e+12   2.2358e+22   2.7447e+12   3.3045e+22
  3.9811e-01   4.5328e-01   1.6852e+12   1.8403e+22   2.9602e+12   3.2325e+22
  4.4668e-01   4.2792e-01   1.6358e+12   1.5273e+22   3.4150e+12   3.1884e+22
  5.0119e-01   4.0399e-01   1.6583e+12   1.3336e+22   4.1147e+12   3.3089e+22
  5.6234e-01   3.8139e-01   1.5142e+12   1.1384e+22   4.4653e+12   3.3571e+22
  6.3096e-01   3.6005e-01   1.3774e+12   9.9283e+21   4.8273e+12   3.4797e+22
  7.0795e-01   3.3991e-01   1.2453e+12   8.7236e+21   5.1875e+12   3.6338e+22
  7.9433e-01   3.2090e-01   1.1216e+12   7.3036e+21   5.5528e+12   3.6158e+22
  8.9125e-01   3.0295e-01   1.0086e+12   6.0403e+21   5.9347e+12   3.5541e+22
  1.0000e+00   2.8600e-01   9.0816e+11   5.5298e+21   6.3507e+12   3.8670e+22
  1.1220e+00   2.7000e-01   8.1419e+11   4.2195e+21   6.7669e+12   3.5069e+22
  1.2589e+00   2.5490e-01   7.3103e+11   3.5534e+21   7.2210e+12   3.5100e+22
  1.4125e+00   2.4064e-01   6.5497e+11   3.0101e+21   7.6893e+12   3.5338e+22
  1.5849e+00   2.2718e-01   5.8620e+11   2.5054e+21   8.1791e+12   3.4958e+22
  1.7783e+00   2.1447e-01   5.2512e+11   2.2346e+21   8.7081e+12   3.7056e+22
  1.9953e+00   2.0247e-01   4.6244e+11   1.7568e+21   9.1142e+12   3.4625e+22
  2.2387e+00   1.9115e-01   4.2240e+11   1.5049e+21   9.8943e+12   3.5250e+22
  2.5119e+00   1.8045e-01   3.6377e+11   1.2325e+21   1.0127e+13   3.4313e+22
  2.8184e+00   1.7036e-01   3.3960e+11   1.0778e+21   1.1236e+13   3.5663e+22
  3.1623e+00   1.6083e-01   3.1648e+11   9.5201e+20   1.2445e+13   3.7437e+22
  3.5481e+00   1.5183e-01   2.8412e+11   8.0487e+20   1.3279e+13   3.7618e+22
  3.9811e+00   1.4334e-01   2.5559e+11   6.8252e+20   1.4197e+13   3.7912e+22
  4.4668e+00   1.3532e-01   2.2925e+11   5.7678e+20   1.5134e+13   3.8078e+22
  5.0119e+00   1.2775e-01   2.0551e+11   4.8585e+20   1.6125e+13   3.8121e+22
  5.6234e+00   1.2061e-01   1.8408e+11   4.1088e+20   1.7166e+13   3.8316e+22
  6.3096e+00   1.1386e-01   1.6160e+11   3.4296e+20   1.7911e+13   3.8011e+22
  7.0795e+00   1.0749e-01   1.4873e+11   3.0184e+20   1.9591e+13   3.9760e+22
  7.9433e+00   1.0148e-01   1.3257e+11   2.4863e+20   2.0754e+13   3.8923e+22
  8.9125e+00   9.5800e-02   1.2019e+11   2.1269e+20   2.2363e+13   3.9574e+22
  1.0000e+01   9.0441e-02   1.0750e+11   1.7866e+20   2.3773e+13   3.9508e+22
  1.1220e+01   8.5382e-02   9.6118e+10   1.5099e+20   2.5262e+13   3.9682e+22
  1.2589e+01   8.0606e-02   8.6182e+10   1.2662e+20   2.6920e+13   3.9553e+22
  1.4125e+01   7.6097e-02   7.7120e+10   1.0702e+20   2.8631e+13   3.9731e+22
  1.5849e+01   7.1840e-02   6.8842e+10   8.9770e+19   3.0375e+13   3.9609e+22
  1.7783e+01   6.7821e-02   6.2094e+10   7.6525e+19   3.2562e+13   4.0130e+22
  1.9953e+01   6.4027e-02   5.4800e+10   6.3551e+19   3.4154e+13   3.9608e+22
  2.2387e+01   6.0446e-02   4.9732e+10   5.4526e+19   3.6838e+13   4.0389e+22
  2.5119e+01   5.7065e-02   4.5571e+10   4.7111e+19   4.0119e+13   4.1475e+22
  2.8184e+01   5.3872e-02   4.0886e+10   3.9631e+19   4.2780e+13   4.1466e+22
  3.1623e+01   5.0859e-02   3.6315e+10   3.3089e+19   4.5159e+13   4.1148e+22
  3.5481e+01   4.8014e-02   3.3079e+10   2.8450e+19   4.8890e+13   4.2048e+22
  3.9811e+01   4.5328e-02   2.9761e+10   2.4018e+19   5.2277e+13   4.2188e+22
  4.4668e+01   4.2792e-02   2.6526e+10   2.0163e+19   5.5378e+13   4.2094e+22
  5.0119e+01   4.0399e-02   2.3782e+10   1.7008e+19   5.9008e+13   4.2201e+22
  5.6234e+01   3.8139e-02   2.1404e+10   1.4399e+19   6.3119e+13   4.2461e+22
  6.3096e+01   3.6005e-02   1.9279e+10   1.2193e+19   6.7570e+13   4.2734e+22
  7.0795e+01   3.3991e-02   1.7315e+10   1.0270e+19   7.2123e+13   4.2780e+22
  7.9433e+01   3.2090e-02   1.5371e+10   8.5532e+18   7.6099e+13   4.2344e+22
  8.9125e+01   3.0295e-02   1.3919e+10   7.2525e+18   8.1898e+13   4.2673e+22
  1.0000e+02   2.8600e-02   1.2477e+10   6.1266e+18   8.7252e+13   4.2843e+22




## section1end
##
## section 2 key
## There are 141  energy bands, each with  184  time bins.
## Emission    Energy of   Brightness    std. error  
##   Time      bin center (n/sterad(p)/   (n/sterad(p)/  
##   (us)         (eV)     pulse/us/eV)  pulse/us/eV)
  1.0330e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.1013e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.1740e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.2515e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.3342e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.4223e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.5163e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.6164e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.7232e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.8370e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.9583e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  2.0877e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  2.2256e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  2.3726e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  2.5293e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  2.6964e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  2.8745e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  3.0643e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  3.2667e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  3.4825e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  3.7125e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  3.9577e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  4.2191e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  4.4978e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  4.7949e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  5.1116e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  5.4492e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  5.8091e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  6.1928e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  6.6019e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  7.0379e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  7.5028e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  7.9983e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  8.5266e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  9.0898e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  9.6902e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.0330e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  1.1013e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  1.1740e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  1.2515e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  1.3342e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  1.4223e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  1.5163e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  1.6164e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  1.7232e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  1.8370e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  1.9583e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  2.0877e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  2.2256e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  2.3726e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  2.5293e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  2.6964e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  2.8745e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  3.0643e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  3.2667e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  3.4825e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  3.7125e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  3.9577e+00   1.0000e-05   0.0000e+00   0.0000e+00 
